school_id,year,state,district,school_type,location,management,enrollment_boys,enrollment_girls,total_enrollment,num_teachers,pupil_teacher_ratio,num_classrooms,has_electricity,has_drinking_water,has_toilet_boys,has_toilet_girls,has_library,has_computer_lab,has_playground,has_boundary_wall,infrastructure_score,gender_parity_index,dropout_rate_boys,dropout_rate_girls,avg_dropout_rate,dropout_risk
SCH00220,2022,Chhattisgarh,Chhattisgarh_District_3,Secondary,Rural,Government,266,275,541,16,33.81,11,0,1,1,1,0,0,1,1,0.625,1.034,10.05,8.24,9.14,Low
SCH00220,2023,Chhattisgarh,Chhattisgarh_District_3,Secondary,Rural,Government,281,305,586,15,39.07,13,1,1,0,1,0,1,1,0,0.625,1.085,6.29,2.78,4.54,Low
SCH00220,2024,Chhattisgarh,Chhattisgarh_District_3,Secondary,Rural,Government,229,217,446,17,26.24,9,1,1,0,1,0,0,1,0,0.5,0.948,24.78,23.5,24.14,High
SCH00221,2022,Nagaland,Nagaland_District_3,Higher Secondary,Rural,Government,312,371,683,19,35.95,16,0,1,1,1,1,1,0,1,0.75,1.189,23.74,19.95,21.85,High
SCH00221,2023,Nagaland,Nagaland_District_3,Higher Secondary,Rural,Government,307,318,625,17,36.76,14,1,1,1,1,0,1,1,1,0.875,1.036,27.42,27.09,27.25,High
SCH00221,2024,Nagaland,Nagaland_District_3,Higher Secondary,Rural,Government,302,334,636,20,31.8,15,0,1,1,1,1,0,1,1,0.75,1.106,15.22,11.07,13.15,Medium
SCH00222,2022,Chhattisgarh,Chhattisgarh_District_3,Primary,Rural,Government,383,416,799,22,36.32,21,0,1,0,1,0,0,1,1,0.5,1.086,21.97,22.01,21.99,High
SCH00222,2023,Chhattisgarh,Chhattisgarh_District_3,Primary,Rural,Government,371,395,766,26,29.46,20,1,1,1,1,1,0,0,1,0.75,1.065,11.05,8.55,9.8,Low
SCH00222,2024,Chhattisgarh,Chhattisgarh_District_3,Primary,Rural,Government,450,365,815,22,37.05,21,0,0,1,1,1,1,1,0,0.625,0.811,17.68,20.6,19.14,Medium
SCH00223,2022,Kerala,Kerala_District_5,Higher Secondary,Rural,Government,132,119,251,10,25.1,6,1,1,1,0,0,1,0,1,0.625,0.902,16.63,26.43,21.53,High
SCH00223,2023,Kerala,Kerala_District_5,Higher Secondary,Rural,Government,133,121,254,11,23.09,7,0,1,1,0,0,1,0,0,0.375,0.91,11.65,20.53,16.09,Medium
SCH00223,2024,Kerala,Kerala_District_5,Higher Secondary,Rural,Government,139,141,280,8,35.0,5,1,1,1,1,1,0,0,1,0.75,1.014,18.09,16.09,17.09,Medium
SCH00224,2022,Telangana,Telangana_District_1,Primary,Rural,Private,75,79,154,4,38.5,3,0,0,1,0,0,0,1,1,0.375,1.053,25.65,37.56,31.6,High
SCH00224,2023,Telangana,Telangana_District_1,Primary,Rural,Private,67,73,140,3,46.67,3,1,1,1,1,0,1,1,1,0.875,1.09,19.79,16.97,18.38,Medium
SCH00224,2024,Telangana,Telangana_District_1,Primary,Rural,Private,65,68,133,3,44.33,3,1,1,1,1,1,0,1,1,0.875,1.046,14.82,13.05,13.93,Medium
SCH00225,2022,West Bengal,West Bengal_District_5,Secondary,Urban,Government,126,113,239,6,39.83,6,0,1,1,1,1,0,1,0,0.625,0.897,13.76,11.3,12.53,Medium
SCH00225,2023,West Bengal,West Bengal_District_5,Secondary,Urban,Government,110,120,230,6,38.33,5,1,1,1,0,0,1,0,1,0.625,1.091,11.75,19.48,15.62,Medium
SCH00225,2024,West Bengal,West Bengal_District_5,Secondary,Urban,Government,118,134,252,5,50.4,5,0,0,1,0,0,0,1,1,0.375,1.136,29.86,37.04,33.45,High
SCH00226,2022,Sikkim,Sikkim_District_2,Upper Primary,Rural,Private,305,313,618,14,44.14,16,0,0,1,1,1,0,1,0,0.5,1.026,20.41,18.27,19.34,Medium
SCH00226,2023,Sikkim,Sikkim_District_2,Upper Primary,Rural,Private,272,272,544,17,32.0,16,1,1,1,0,0,0,1,0,0.5,1.0,0.0,5.0,2.5,Low
SCH00226,2024,Sikkim,Sikkim_District_2,Upper Primary,Rural,Private,317,346,663,15,44.2,18,1,0,0,0,0,1,1,0,0.375,1.091,38.73,50.0,44.37,High
SCH00227,2022,Odisha,Odisha_District_3,Primary,Rural,Government,102,84,186,4,46.5,6,1,1,1,1,1,1,1,0,0.875,0.824,15.55,19.31,17.43,Medium
SCH00227,2023,Odisha,Odisha_District_3,Primary,Rural,Government,78,86,164,5,32.8,4,0,1,1,1,1,0,1,1,0.75,1.103,10.33,5.52,7.93,Low
SCH00227,2024,Odisha,Odisha_District_3,Primary,Rural,Government,91,81,172,5,34.4,4,1,1,1,1,0,0,1,1,0.75,0.89,16.36,14.53,15.44,Medium
SCH00228,2022,Jammu and Kashmir,Jammu and Kashmir_District_3,Secondary,Urban,Private,253,283,536,19,28.21,12,1,1,1,0,1,1,1,0,0.75,1.119,0.35,5.39,2.87,Low
SCH00228,2023,Jammu and Kashmir,Jammu and Kashmir_District_3,Secondary,Urban,Private,274,289,563,21,26.81,12,1,1,1,0,1,0,1,1,0.75,1.055,8.06,14.0,11.03,Medium
SCH00228,2024,Jammu and Kashmir,Jammu and Kashmir_District_3,Secondary,Urban,Private,274,268,542,17,31.88,14,0,1,1,1,0,1,0,1,0.625,0.978,17.7,18.61,18.15,Medium
SCH00229,2022,Assam,Assam_District_4,Higher Secondary,Rural,Government,174,176,350,11,31.82,10,0,1,1,1,1,0,1,1,0.75,1.011,0.0,0.0,0.0,Low
SCH00229,2023,Assam,Assam_District_4,Higher Secondary,Rural,Government,187,176,363,12,30.25,9,1,1,1,1,0,1,0,0,0.625,0.941,13.5,10.86,12.18,Medium
SCH00229,2024,Assam,Assam_District_4,Higher Secondary,Rural,Government,173,181,354,12,29.5,10,1,1,0,1,0,0,1,0,0.5,1.046,8.62,4.72,6.67,Low
SCH00230,2022,Kerala,Kerala_District_5,Higher Secondary,Urban,Private,254,258,512,12,42.67,11,0,1,1,1,1,1,0,1,0.75,1.016,3.3,0.0,1.65,Low
SCH00230,2023,Kerala,Kerala_District_5,Higher Secondary,Urban,Private,276,256,532,14,38.0,14,1,1,1,1,1,1,1,1,1.0,0.928,2.22,0.0,1.11,Low
SCH00230,2024,Kerala,Kerala_District_5,Higher Secondary,Urban,Private,245,251,496,15,33.07,10,1,1,1,1,1,0,0,1,0.75,1.024,4.82,0.8,2.81,Low
SCH00231,2022,Madhya Pradesh,Madhya Pradesh_District_2,Primary,Urban,Aided,381,393,774,18,43.0,22,1,1,1,1,0,0,0,1,0.625,1.031,0.0,0.0,0.0,Low
SCH00231,2023,Madhya Pradesh,Madhya Pradesh_District_2,Primary,Urban,Aided,391,351,742,17,43.65,16,1,1,1,1,1,0,0,1,0.75,0.898,14.38,12.94,13.66,Medium
SCH00231,2024,Madhya Pradesh,Madhya Pradesh_District_2,Primary,Urban,Aided,363,387,750,19,39.47,17,0,0,1,1,0,0,1,0,0.375,1.066,27.05,27.09,27.07,High
SCH00232,2022,Arunachal Pradesh,Arunachal Pradesh_District_1,Secondary,Rural,Government,84,92,176,5,35.2,4,0,1,1,1,1,0,1,1,0.75,1.095,3.88,0.0,1.94,Low
SCH00232,2023,Arunachal Pradesh,Arunachal Pradesh_District_1,Secondary,Rural,Government,84,82,166,5,33.2,3,0,1,0,0,0,1,1,1,0.5,0.976,24.42,36.72,30.57,High
SCH00232,2024,Arunachal Pradesh,Arunachal Pradesh_District_1,Secondary,Rural,Government,78,83,161,6,26.83,4,1,1,1,0,1,1,1,1,0.875,1.064,13.94,19.4,16.67,Medium
SCH00233,2022,Kerala,Kerala_District_1,Higher Secondary,Rural,Aided,209,189,398,10,39.8,12,0,1,1,1,0,1,1,0,0.625,0.904,23.12,18.6,20.86,High
SCH00233,2023,Kerala,Kerala_District_1,Higher Secondary,Rural,Aided,207,203,410,10,41.0,9,1,1,1,1,1,0,0,1,0.75,0.981,21.37,21.6,21.49,High
SCH00233,2024,Kerala,Kerala_District_1,Higher Secondary,Rural,Aided,216,229,445,9,49.44,8,1,1,1,1,1,0,1,1,0.875,1.06,21.51,21.73,21.62,High
SCH00234,2022,Mizoram,Mizoram_District_3,Upper Primary,Urban,Government,198,199,397,13,30.54,11,1,1,1,1,0,0,1,0,0.625,1.005,4.6,0.38,2.49,Low
SCH00234,2023,Mizoram,Mizoram_District_3,Upper Primary,Urban,Government,180,210,390,14,27.86,9,1,1,1,0,1,1,0,0,0.625,1.167,13.26,21.77,17.52,Medium
SCH00234,2024,Mizoram,Mizoram_District_3,Upper Primary,Urban,Government,247,223,470,13,36.15,11,1,1,1,1,1,1,1,1,1.0,0.903,7.77,4.89,6.33,Low
SCH00235,2022,Arunachal Pradesh,Arunachal Pradesh_District_1,Upper Primary,Rural,Government,36,39,75,2,37.5,3,0,1,1,1,0,1,1,1,0.75,1.083,22.86,19.04,20.95,High
SCH00235,2023,Arunachal Pradesh,Arunachal Pradesh_District_1,Upper Primary,Rural,Government,36,41,77,3,25.67,3,1,1,1,1,0,0,1,1,0.75,1.139,23.97,28.51,26.24,High
SCH00235,2024,Arunachal Pradesh,Arunachal Pradesh_District_1,Upper Primary,Rural,Government,39,41,80,2,40.0,3,1,0,1,1,1,1,0,1,0.75,1.051,21.47,19.14,20.3,High
SCH00236,2022,Goa,Goa_District_2,Higher Secondary,Rural,Private,83,102,185,4,46.25,4,1,1,1,1,0,0,1,0,0.625,1.229,24.29,23.41,23.85,High
SCH00236,2023,Goa,Goa_District_2,Higher Secondary,Rural,Private,88,93,181,5,36.2,4,1,1,1,1,1,1,0,0,0.75,1.057,12.93,8.69,10.81,Medium
SCH00236,2024,Goa,Goa_District_2,Higher Secondary,Rural,Private,97,89,186,5,37.2,4,1,0,1,1,1,0,0,1,0.625,0.918,32.79,39.52,36.16,High
SCH00237,2022,Bihar,Bihar_District_4,Primary,Urban,Aided,32,33,65,2,32.5,3,1,1,1,1,1,1,0,1,0.875,1.031,12.29,8.27,10.28,Medium
SCH00237,2023,Bihar,Bihar_District_4,Primary,Urban,Aided,32,36,68,3,22.67,3,0,1,1,1,0,0,1,0,0.5,1.125,7.42,5.12,6.27,Low
SCH00237,2024,Bihar,Bihar_District_4,Primary,Urban,Aided,32,33,65,3,21.67,3,0,1,1,1,1,1,0,0,0.625,1.031,0.85,0.0,0.43,Low
SCH00238,2022,Arunachal Pradesh,Arunachal Pradesh_District_3,Higher Secondary,Rural,Government,251,209,460,15,30.67,13,0,1,1,1,0,1,1,0,0.625,0.833,14.96,18.47,16.72,Medium
SCH00238,2023,Arunachal Pradesh,Arunachal Pradesh_District_3,Higher Secondary,Rural,Government,245,247,492,12,41.0,14,1,1,1,1,1,1,1,0,0.875,1.008,18.13,17.26,17.7,Medium
SCH00238,2024,Arunachal Pradesh,Arunachal Pradesh_District_3,Higher Secondary,Rural,Government,255,234,489,12,40.75,10,0,1,1,0,1,1,1,1,0.75,0.918,16.78,22.04,19.41,Medium
SCH00239,2022,Jammu and Kashmir,Jammu and Kashmir_District_2,Primary,Urban,Government,248,236,484,12,40.33,13,1,1,1,1,0,1,0,1,0.75,0.952,19.51,15.59,17.55,Medium
SCH00239,2023,Jammu and Kashmir,Jammu and Kashmir_District_2,Primary,Urban,Government,256,244,500,15,33.33,11,1,1,0,0,0,0,1,0,0.375,0.953,11.52,16.7,14.11,Medium
SCH00239,2024,Jammu and Kashmir,Jammu and Kashmir_District_2,Primary,Urban,Government,226,232,458,15,30.53,14,1,1,0,1,1,0,1,0,0.625,1.027,6.09,1.6,3.85,Low
SCH00240,2022,Madhya Pradesh,Madhya Pradesh_District_2,Upper Primary,Rural,Aided,362,351,713,19,37.53,14,0,0,1,1,0,0,1,1,0.5,0.97,26.87,29.64,28.26,High
SCH00240,2023,Madhya Pradesh,Madhya Pradesh_District_2,Upper Primary,Rural,Aided,362,322,684,16,42.75,16,0,1,1,0,1,0,0,0,0.375,0.89,16.98,28.49,22.73,High
SCH00240,2024,Madhya Pradesh,Madhya Pradesh_District_2,Upper Primary,Rural,Aided,268,270,538,15,35.87,17,1,1,1,1,1,0,1,1,0.875,1.007,11.12,6.52,8.82,Low
SCH00241,2022,Goa,Goa_District_2,Secondary,Rural,Government,350,402,752,24,31.33,21,1,1,1,1,0,0,0,1,0.625,1.149,17.35,14.77,16.06,Medium
SCH00241,2023,Goa,Goa_District_2,Secondary,Rural,Government,320,288,608,21,28.95,13,0,1,1,1,0,0,1,0,0.5,0.9,7.9,4.89,6.4,Low
SCH00241,2024,Goa,Goa_District_2,Secondary,Rural,Government,295,304,599,19,31.53,12,0,1,1,1,1,0,1,1,0.75,1.031,14.13,11.81,12.97,Medium
SCH00242,2022,Karnataka,Karnataka_District_1,Secondary,Rural,Government,235,262,497,15,33.13,11,0,0,1,1,0,1,1,0,0.5,1.115,28.23,31.68,29.96,High
SCH00242,2023,Karnataka,Karnataka_District_1,Secondary,Rural,Government,215,273,488,16,30.5,12,1,1,1,1,1,0,1,1,0.875,1.27,22.02,19.63,20.83,High
SCH00242,2024,Karnataka,Karnataka_District_1,Secondary,Rural,Government,239,244,483,18,26.83,11,0,1,1,1,0,0,1,0,0.5,1.021,13.43,11.9,12.67,Medium
SCH00243,2022,Assam,Assam_District_4,Secondary,Urban,Government,68,61,129,4,32.25,3,1,1,1,0,1,1,1,1,0.875,0.897,0.0,5.0,2.5,Low
SCH00243,2023,Assam,Assam_District_4,Secondary,Urban,Government,73,61,134,4,33.5,3,1,1,0,1,1,1,1,1,0.875,0.836,28.88,27.05,27.97,High
SCH00243,2024,Assam,Assam_District_4,Secondary,Urban,Government,58,65,123,4,30.75,3,1,1,0,1,1,0,1,1,0.75,1.121,16.6,12.12,14.36,Medium
SCH00244,2022,Manipur,Manipur_District_1,Higher Secondary,Rural,Aided,212,231,443,13,34.08,10,1,0,1,1,0,0,0,1,0.5,1.09,10.19,7.1,8.64,Low
SCH00244,2023,Manipur,Manipur_District_1,Higher Secondary,Rural,Aided,241,240,481,14,34.36,12,0,1,0,0,1,0,1,1,0.5,0.996,15.2,23.17,19.19,Medium
SCH00244,2024,Manipur,Manipur_District_1,Higher Secondary,Rural,Aided,243,211,454,14,32.43,11,1,0,0,0,0,1,0,1,0.375,0.868,18.78,30.84,24.81,High
SCH00245,2022,Andhra Pradesh,Andhra Pradesh_District_3,Higher Secondary,Urban,Government,163,149,312,6,52.0,6,1,1,0,1,1,1,1,1,0.875,0.914,16.72,12.73,14.72,Medium
SCH00245,2023,Andhra Pradesh,Andhra Pradesh_District_3,Higher Secondary,Urban,Government,139,163,302,8,37.75,6,0,1,0,1,0,1,1,0,0.5,1.173,19.23,16.98,18.11,Medium
SCH00245,2024,Andhra Pradesh,Andhra Pradesh_District_3,Higher Secondary,Urban,Government,136,144,280,8,35.0,6,1,1,1,1,1,1,0,1,0.875,1.059,4.25,0.56,2.41,Low
SCH00246,2022,Himachal Pradesh,Himachal Pradesh_District_2,Primary,Urban,Private,59,54,113,3,37.67,3,1,1,0,0,0,0,0,1,0.375,0.915,26.27,38.14,32.2,High
SCH00246,2023,Himachal Pradesh,Himachal Pradesh_District_2,Primary,Urban,Private,59,55,114,3,38.0,3,0,0,0,1,1,1,1,1,0.625,0.932,8.42,3.94,6.18,Low
SCH00246,2024,Himachal Pradesh,Himachal Pradesh_District_2,Primary,Urban,Private,48,49,97,3,32.33,3,1,1,1,1,0,0,0,1,0.625,1.021,2.68,0.0,1.34,Low
SCH00247,2022,Meghalaya,Meghalaya_District_2,Higher Secondary,Urban,Government,167,169,336,10,33.6,8,1,1,1,1,1,1,1,1,1.0,1.012,9.44,8.18,8.81,Low
SCH00247,2023,Meghalaya,Meghalaya_District_2,Higher Secondary,Urban,Government,210,207,417,12,34.75,9,1,1,1,1,1,0,0,1,0.75,0.986,3.62,0.0,1.81,Low
SCH00247,2024,Meghalaya,Meghalaya_District_2,Higher Secondary,Urban,Government,163,208,371,13,28.54,8,1,1,0,1,0,1,1,1,0.75,1.276,9.37,4.61,6.99,Low
SCH00248,2022,Tamil Nadu,Tamil Nadu_District_2,Secondary,Rural,Government,70,66,136,5,27.2,3,0,1,0,1,1,1,0,0,0.5,0.943,14.88,10.97,12.92,Medium
SCH00248,2023,Tamil Nadu,Tamil Nadu_District_2,Secondary,Rural,Government,60,64,124,4,31.0,3,1,1,1,0,0,0,1,1,0.625,1.067,19.36,27.91,23.63,High
SCH00248,2024,Tamil Nadu,Tamil Nadu_District_2,Secondary,Rural,Government,72,80,152,4,38.0,4,0,1,0,1,1,0,1,1,0.625,1.111,15.0,12.18,13.59,Medium
SCH00249,2022,Gujarat,Gujarat_District_3,Upper Primary,Rural,Aided,430,369,799,21,38.05,25,1,1,1,0,1,0,1,1,0.75,0.858,20.04,32.95,26.5,High
SCH00249,2023,Gujarat,Gujarat_District_3,Upper Primary,Rural,Aided,437,337,774,18,43.0,20,0,1,1,1,1,0,1,1,0.75,0.771,16.26,14.36,15.31,Medium
SCH00249,2024,Gujarat,Gujarat_District_3,Upper Primary,Rural,Aided,337,434,771,22,35.05,25,0,1,1,0,0,0,1,0,0.375,1.288,16.58,24.06,20.32,High
SCH00250,2022,Gujarat,Gujarat_District_1,Primary,Rural,Government,311,263,574,17,33.76,12,1,1,1,1,0,1,1,0,0.75,0.846,22.85,23.92,23.38,High
SCH00250,2023,Gujarat,Gujarat_District_1,Primary,Rural,Government,298,281,579,17,34.06,12,1,1,1,1,1,1,0,1,0.875,0.943,18.48,16.04,17.26,Medium
SCH00250,2024,Gujarat,Gujarat_District_1,Primary,Rural,Government,260,283,543,16,33.94,14,0,1,1,1,1,0,0,0,0.5,1.088,30.42,27.88,29.15,High
SCH00251,2022,Jharkhand,Jharkhand_District_3,Secondary,Rural,Private,305,286,591,22,26.86,12,1,1,1,1,0,0,0,0,0.5,0.938,22.02,18.62,20.32,High
SCH00251,2023,Jharkhand,Jharkhand_District_3,Secondary,Rural,Private,320,261,581,21,27.67,12,0,1,0,1,0,0,1,1,0.5,0.816,0.0,0.0,0.0,Low
SCH00251,2024,Jharkhand,Jharkhand_District_3,Secondary,Rural,Private,254,280,534,23,23.22,14,0,1,1,1,1,0,1,0,0.625,1.102,21.1,24.13,22.62,High
SCH00252,2022,Uttarakhand,Uttarakhand_District_1,Secondary,Rural,Private,362,376,738,25,29.52,24,0,1,1,1,0,0,0,1,0.5,1.039,16.68,13.04,14.86,Medium
SCH00252,2023,Uttarakhand,Uttarakhand_District_1,Secondary,Rural,Private,418,363,781,21,37.19,18,0,1,0,1,1,0,1,0,0.5,0.868,29.83,28.48,29.15,High
SCH00252,2024,Uttarakhand,Uttarakhand_District_1,Secondary,Rural,Private,339,415,754,21,35.9,19,1,1,1,1,0,0,1,0,0.625,1.224,19.8,17.73,18.76,Medium
SCH00253,2022,Sikkim,Sikkim_District_5,Primary,Rural,Government,168,157,325,9,36.11,7,1,1,0,1,1,0,1,0,0.625,0.935,26.54,23.16,24.85,High
SCH00253,2023,Sikkim,Sikkim_District_5,Primary,Rural,Government,134,135,269,10,26.9,6,0,1,1,1,0,0,1,0,0.5,1.007,10.43,6.47,8.45,Low
SCH00253,2024,Sikkim,Sikkim_District_5,Primary,Rural,Government,168,170,338,9,37.56,8,1,1,1,1,0,0,1,1,0.75,1.012,17.44,16.4,16.92,Medium
SCH00254,2022,Himachal Pradesh,Himachal Pradesh_District_5,Secondary,Rural,Government,321,350,671,23,29.17,14,1,1,0,1,1,1,1,1,0.875,1.09,14.6,14.13,14.36,Medium
SCH00254,2023,Himachal Pradesh,Himachal Pradesh_District_5,Secondary,Rural,Government,346,326,672,22,30.55,18,1,1,1,1,0,0,1,1,0.75,0.942,14.81,11.53,13.17,Medium
SCH00254,2024,Himachal Pradesh,Himachal Pradesh_District_5,Secondary,Rural,Government,361,341,702,22,31.91,17,0,1,1,1,0,0,1,0,0.5,0.945,12.97,9.42,11.19,Medium
SCH00255,2022,West Bengal,West Bengal_District_6,Higher Secondary,Rural,Government,104,106,210,4,52.5,4,1,1,1,0,0,0,1,0,0.5,1.019,19.38,32.05,25.72,High
SCH00255,2023,West Bengal,West Bengal_District_6,Higher Secondary,Rural,Government,99,111,210,5,42.0,6,0,1,1,1,1,1,0,1,0.75,1.121,28.76,32.19,30.47,High
SCH00255,2024,West Bengal,West Bengal_District_6,Higher Secondary,Rural,Government,93,90,183,4,45.75,5,0,1,1,1,1,0,1,1,0.75,0.968,21.83,20.9,21.36,High
SCH00256,2022,Meghalaya,Meghalaya_District_2,Secondary,Rural,Private,70,57,127,3,42.33,4,0,1,0,0,1,0,0,0,0.25,0.814,13.31,25.61,19.46,Medium
SCH00256,2023,Meghalaya,Meghalaya_District_2,Secondary,Rural,Private,61,51,112,2,56.0,3,1,1,1,0,1,0,1,1,0.75,0.836,19.55,31.54,25.55,High
SCH00256,2024,Meghalaya,Meghalaya_District_2,Secondary,Rural,Private,64,57,121,2,60.5,3,1,1,1,0,1,1,1,1,0.875,0.891,25.54,32.6,29.07,High
SCH00257,2022,Uttar Pradesh,Uttar Pradesh_District_4,Higher Secondary,Urban,Government,306,309,615,18,34.17,14,1,1,1,1,0,1,1,1,0.875,1.01,8.04,5.54,6.79,Low
SCH00257,2023,Uttar Pradesh,Uttar Pradesh_District_4,Higher Secondary,Urban,Government,300,315,615,21,29.29,15,0,1,0,1,1,0,1,1,0.625,1.05,3.27,0.0,1.63,Low
SCH00257,2024,Uttar Pradesh,Uttar Pradesh_District_4,Higher Secondary,Urban,Government,335,323,658,18,36.56,14,1,1,1,1,1,0,1,1,0.875,0.964,6.55,1.68,4.11,Low
SCH00258,2022,Himachal Pradesh,Himachal Pradesh_District_2,Higher Secondary,Rural,Private,27,29,56,3,18.67,3,0,0,0,1,1,0,1,1,0.5,1.074,27.96,30.66,29.31,High
SCH00258,2023,Himachal Pradesh,Himachal Pradesh_District_2,Higher Secondary,Rural,Private,33,31,64,2,32.0,3,1,1,1,1,1,1,0,1,0.875,0.939,9.49,7.79,8.64,Low
SCH00258,2024,Himachal Pradesh,Himachal Pradesh_District_2,Higher Secondary,Rural,Private,32,27,59,3,19.67,3,1,0,1,1,1,1,1,0,0.75,0.844,0.4,0.0,0.2,Low
SCH00259,2022,Odisha,Odisha_District_3,Secondary,Rural,Government,24,24,48,3,16.0,3,1,1,1,1,0,0,1,0,0.625,1.0,15.48,15.85,15.67,Medium
SCH00259,2023,Odisha,Odisha_District_3,Secondary,Rural,Government,26,23,49,2,24.5,3,1,1,1,0,1,0,0,1,0.625,0.885,21.85,34.23,28.04,High
SCH00259,2024,Odisha,Odisha_District_3,Secondary,Rural,Government,25,22,47,3,15.67,3,1,0,1,1,1,0,1,1,0.75,0.88,27.44,23.64,25.54,High
SCH00260,2022,Gujarat,Gujarat_District_2,Primary,Rural,Government,347,424,771,20,38.55,17,1,1,1,1,0,1,1,1,0.875,1.222,17.1,17.5,17.3,Medium
SCH00260,2023,Gujarat,Gujarat_District_2,Primary,Rural,Government,322,376,698,24,29.08,20,0,0,1,0,1,1,1,1,0.625,1.168,7.48,15.38,11.43,Medium
SCH00260,2024,Gujarat,Gujarat_District_2,Primary,Rural,Government,377,382,759,20,37.95,19,1,1,1,1,0,1,1,1,0.875,1.013,3.45,0.0,1.72,Low
SCH00261,2022,Goa,Goa_District_4,Primary,Rural,Government,65,61,126,3,42.0,3,1,1,0,1,1,0,1,1,0.75,0.938,28.37,24.38,26.38,High
SCH00261,2023,Goa,Goa_District_4,Primary,Rural,Government,55,63,118,3,39.33,3,1,1,1,0,1,0,1,0,0.625,1.145,5.93,11.62,8.78,Low
SCH00261,2024,Goa,Goa_District_4,Primary,Rural,Government,61,75,136,3,45.33,3,1,1,0,1,0,0,1,1,0.625,1.23,17.43,17.9,17.66,Medium
SCH00262,2022,Uttar Pradesh,Uttar Pradesh_District_5,Higher Secondary,Urban,Aided,70,77,147,5,29.4,3,1,1,1,1,1,1,1,1,1.0,1.1,17.34,16.75,17.05,Medium
SCH00262,2023,Uttar Pradesh,Uttar Pradesh_District_5,Higher Secondary,Urban,Aided,70,75,145,4,36.25,4,1,1,1,1,1,0,1,1,0.875,1.071,28.43,31.87,30.15,High
SCH00262,2024,Uttar Pradesh,Uttar Pradesh_District_5,Higher Secondary,Urban,Aided,87,89,176,4,44.0,3,1,1,1,1,1,0,1,1,0.875,1.023,0.0,0.0,0.0,Low
SCH00263,2022,Punjab,Punjab_District_1,Primary,Rural,Private,141,165,306,6,51.0,10,0,1,0,1,1,1,1,1,0.75,1.17,21.35,21.85,21.6,High
SCH00263,2023,Punjab,Punjab_District_1,Primary,Rural,Private,147,131,278,7,39.71,6,1,1,1,0,0,0,0,1,0.5,0.891,11.97,16.99,14.48,Medium
SCH00263,2024,Punjab,Punjab_District_1,Primary,Rural,Private,160,143,303,6,50.5,7,0,1,1,1,0,0,1,1,0.625,0.894,17.8,12.83,15.32,Medium
SCH00264,2022,Gujarat,Gujarat_District_4,Primary,Rural,Private,91,92,183,5,36.6,3,1,0,1,1,1,0,0,1,0.625,1.011,32.9,38.77,35.83,High
SCH00264,2023,Gujarat,Gujarat_District_4,Primary,Rural,Private,84,88,172,5,34.4,3,1,1,1,0,1,0,1,0,0.625,1.048,4.75,11.17,7.96,Low
SCH00264,2024,Gujarat,Gujarat_District_4,Primary,Rural,Private,90,82,172,6,28.67,5,1,1,1,1,1,0,1,1,0.875,0.911,5.13,0.27,2.7,Low
SCH00265,2022,West Bengal,West Bengal_District_2,Higher Secondary,Rural,Government,144,134,278,6,46.33,6,0,1,0,1,1,0,1,1,0.625,0.931,26.34,23.85,25.09,High
SCH00265,2023,West Bengal,West Bengal_District_2,Higher Secondary,Rural,Government,153,130,283,8,35.38,9,1,1,0,1,0,0,1,1,0.625,0.85,3.36,2.36,2.86,Low
SCH00265,2024,West Bengal,West Bengal_District_2,Higher Secondary,Rural,Government,135,150,285,6,47.5,7,0,1,1,1,0,1,0,1,0.625,1.111,21.78,17.46,19.62,Medium
SCH00266,2022,Karnataka,Karnataka_District_3,Secondary,Rural,Government,52,44,96,2,48.0,3,1,1,1,1,1,0,1,1,0.875,0.846,21.48,21.99,21.74,High
SCH00266,2023,Karnataka,Karnataka_District_3,Secondary,Rural,Government,57,52,109,2,54.5,3,0,1,1,0,1,0,1,1,0.625,0.912,20.92,30.23,25.58,High
SCH00266,2024,Karnataka,Karnataka_District_3,Secondary,Rural,Government,47,50,97,2,48.5,3,1,1,1,1,1,0,0,1,0.75,1.064,33.71,37.39,35.55,High
SCH00267,2022,Maharashtra,Maharashtra_District_2,Upper Primary,Rural,Private,263,299,562,21,26.76,11,0,1,1,1,0,0,1,0,0.5,1.137,20.55,22.77,21.66,High
SCH00267,2023,Maharashtra,Maharashtra_District_2,Upper Primary,Rural,Private,224,257,481,19,25.32,10,1,1,1,1,1,0,0,0,0.625,1.147,22.22,17.5,19.86,Medium
SCH00267,2024,Maharashtra,Maharashtra_District_2,Upper Primary,Rural,Private,269,275,544,16,34.0,15,0,1,1,1,0,0,1,1,0.625,1.022,19.46,19.76,19.61,Medium
SCH00268,2022,Rajasthan,Rajasthan_District_4,Primary,Urban,Private,342,348,690,24,28.75,17,1,1,1,1,1,0,1,1,0.875,1.018,18.33,19.82,19.07,Medium
SCH00268,2023,Rajasthan,Rajasthan_District_4,Primary,Urban,Private,301,360,661,22,30.05,17,0,1,0,1,1,0,1,1,0.625,1.196,2.06,0.0,1.03,Low
SCH00268,2024,Rajasthan,Rajasthan_District_4,Primary,Urban,Private,374,289,663,18,36.83,19,1,1,1,1,0,1,0,1,0.75,0.773,8.31,7.31,7.81,Low
SCH00269,2022,Bihar,Bihar_District_2,Higher Secondary,Urban,Government,309,315,624,18,34.67,14,0,1,1,1,0,1,1,0,0.625,1.019,15.92,16.85,16.39,Medium
